#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AAO3	ATAF1	3702.AT2G27150.2	3702.AT1G01720.1	0	0	0	0	0.082	0	0	0.385	0.411
AAO3	ABF2	3702.AT2G27150.2	3702.AT1G45249.3	0	0	0	0	0	0	0	0.713	0.713
AAO3	ABF1	3702.AT2G27150.2	3702.AT1G49720.2	0	0	0	0	0	0	0	0.567	0.567
AAO3	bZIP	3702.AT2G27150.2	3702.AT1G68880.1	0	0	0	0	0	0	0	0.465	0.465
AAO3	DREB2A	3702.AT2G27150.2	3702.AT5G05410.1	0	0	0	0	0	0	0	0.407	0.407
AAO3	SNRK2.3	3702.AT2G27150.2	3702.AT5G66880.1	0	0	0	0	0	0	0	0.412	0.412
AAO3	LTI65	3702.AT2G27150.2	3702.AT5G52300.1	0	0	0	0	0	0	0	0.428	0.428
AAO3	SNRK2.2	3702.AT2G27150.2	3702.AT3G50500.2	0	0	0	0	0	0	0	0.499	0.499
AAO3	OST1	3702.AT2G27150.2	3702.AT4G33950.1	0	0	0	0	0	0	0	0.516	0.516
AAO3	PYR1	3702.AT2G27150.2	3702.AT4G17870.1	0	0	0	0	0	0	0	0.549	0.549
AAO3	PLL4	3702.AT2G27150.2	3702.AT2G28890.1	0	0	0	0	0.060	0	0	0.547	0.555
AAO3	P5CS1	3702.AT2G27150.2	3702.AT2G39800.1	0	0	0	0	0	0	0	0.580	0.580
AAO3	ABI5	3702.AT2G27150.2	3702.AT2G36270.1	0	0	0	0	0	0	0	0.637	0.637
AAO3	ABI3	3702.AT2G27150.2	3702.AT3G24650.1	0	0	0	0	0	0	0	0.637	0.637
AAO3	RD22	3702.AT2G27150.2	3702.AT5G25610.1	0	0	0	0	0	0	0	0.645	0.645
AAO3	ABI1	3702.AT2G27150.2	3702.AT4G26080.1	0	0	0	0	0.075	0	0	0.653	0.665
AAO3	ABF4	3702.AT2G27150.2	3702.AT3G19290.3	0	0	0	0	0	0	0	0.669	0.669
AAO3	ABF3	3702.AT2G27150.2	3702.AT4G34000.1	0	0	0	0	0	0	0	0.669	0.669
AAO3	ABI2	3702.AT2G27150.2	3702.AT5G57050.1	0	0	0	0	0.111	0	0	0.645	0.671
AAO3	NCED3	3702.AT2G27150.2	3702.AT3G14440.1	0	0	0	0	0	0	0	0.933	0.933
AAO3	ABA1	3702.AT2G27150.2	3702.AT5G67030.1	0	0	0	0	0.048	0	0	0.952	0.952
ABA1	APX1	3702.AT5G67030.1	3702.AT1G07890.8	0	0	0	0	0.054	0	0	0.430	0.437
ABA1	COR47	3702.AT5G67030.1	3702.AT1G20440.1	0	0	0	0	0	0	0	0.590	0.590
ABA1	MYC2	3702.AT5G67030.1	3702.AT1G32640.1	0	0	0	0	0	0	0	0.404	0.404
ABA1	ABF2	3702.AT5G67030.1	3702.AT1G45249.3	0	0	0	0	0.105	0	0	0.565	0.594
ABA1	XYL1	3702.AT5G67030.1	3702.AT1G68560.1	0	0	0	0	0	0	0	0.593	0.593
ABA1	bZIP	3702.AT5G67030.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.616	0.616
ABA1	KUP6	3702.AT5G67030.1	3702.AT1G70300.1	0	0	0	0	0	0	0	0.604	0.604
ABA1	ADH1	3702.AT5G67030.1	3702.AT1G77120.1	0	0	0	0	0.083	0	0	0.381	0.408
ABA1	AAO3	3702.AT5G67030.1	3702.AT2G27150.2	0	0	0	0	0.048	0	0	0.952	0.952
ABA1	PLL4	3702.AT5G67030.1	3702.AT2G28890.1	0	0	0	0	0	0	0	0.580	0.580
ABA1	ABI5	3702.AT5G67030.1	3702.AT2G36270.1	0	0	0	0	0	0	0	0.759	0.759
ABA1	P5CS1	3702.AT5G67030.1	3702.AT2G39800.1	0	0	0	0	0.181	0	0.133	0.591	0.684
ABA1	COR15A	3702.AT5G67030.1	3702.AT2G42540.2	0	0	0	0	0.086	0	0	0.580	0.599
ABA1	GolS1	3702.AT5G67030.1	3702.AT2G47180.1	0	0	0	0	0.099	0	0	0.494	0.524
ABA1	HSP70	3702.AT5G67030.1	3702.AT3G12580.1	0	0	0	0	0	0	0	0.402	0.402
ABA1	NCED3	3702.AT5G67030.1	3702.AT3G14440.1	0	0	0	0	0	0	0	0.954	0.954
ABA1	ABF4	3702.AT5G67030.1	3702.AT3G19290.3	0	0	0	0	0.047	0	0	0.462	0.465
ABA1	AOX1A	3702.AT5G67030.1	3702.AT3G22370.1	0	0	0	0	0	0	0	0.549	0.549
ABA1	ABI3	3702.AT5G67030.1	3702.AT3G24650.1	0	0	0	0	0	0	0	0.756	0.756
ABA1	KIN11	3702.AT5G67030.1	3702.AT3G29160.1	0	0	0	0	0	0	0	0.426	0.426
ABA1	ACT12	3702.AT5G67030.1	3702.AT3G46520.1	0	0	0	0	0	0	0	0.549	0.549
ABA1	SNRK2.2	3702.AT5G67030.1	3702.AT3G50500.2	0	0	0	0	0	0	0	0.482	0.482
ABA1	AT-HSFB2B	3702.AT5G67030.1	3702.AT4G11660.1	0	0	0	0	0	0	0	0.589	0.589
ABA1	PYR1	3702.AT5G67030.1	3702.AT4G17870.1	0	0	0	0	0	0	0	0.599	0.599
ABA1	ABI1	3702.AT5G67030.1	3702.AT4G26080.1	0	0	0	0	0	0	0	0.878	0.878
ABA1	OST1	3702.AT5G67030.1	3702.AT4G33950.1	0	0	0	0	0	0	0	0.581	0.581
ABA1	ABF3	3702.AT5G67030.1	3702.AT4G34000.1	0	0	0	0	0.144	0	0	0.387	0.453
ABA1	CAT	3702.AT5G67030.1	3702.AT4G35090.1	0	0	0	0	0.427	0	0	0.447	0.670
ABA1	AP2	3702.AT5G67030.1	3702.AT4G36920.2	0	0	0	0	0	0	0	0.598	0.598
ABA1	DREB2A	3702.AT5G67030.1	3702.AT5G05410.1	0	0	0	0	0	0	0	0.441	0.441
ABA1	RD22	3702.AT5G67030.1	3702.AT5G25610.1	0	0	0	0	0.115	0	0	0.591	0.622
ABA1	NHX1	3702.AT5G67030.1	3702.AT5G27150.1	0	0	0	0	0	0	0	0.409	0.409
ABA1	LTI65	3702.AT5G67030.1	3702.AT5G52300.1	0	0	0	0	0	0	0	0.616	0.616
ABA1	LTI78	3702.AT5G67030.1	3702.AT5G52310.1	0	0	0	0	0.079	0	0	0.637	0.651
ABA1	ABI2	3702.AT5G67030.1	3702.AT5G57050.1	0	0	0	0	0.133	0	0	0.756	0.779
ABA1	HSFB2A	3702.AT5G67030.1	3702.AT5G62020.1	0	0	0	0	0	0	0	0.436	0.436
ABF1	ATAF1	3702.AT1G49720.2	3702.AT1G01720.1	0	0	0	0	0	0	0	0.513	0.513
ABF1	ABF2	3702.AT1G49720.2	3702.AT1G45249.3	0	0	0	0.853	0	0.500	0	0.909	0.566
ABF1	PLL4	3702.AT1G49720.2	3702.AT2G28890.1	0	0	0	0	0	0	0	0.427	0.426
ABF1	COR15A	3702.AT1G49720.2	3702.AT2G42540.2	0	0	0	0	0	0	0	0.443	0.443
ABF1	NCED3	3702.AT1G49720.2	3702.AT3G14440.1	0	0	0	0	0	0	0	0.465	0.465
ABF1	NAC102	3702.AT1G49720.2	3702.AT5G63790.1	0	0	0	0	0	0	0	0.513	0.513
ABF1	MBF1C	3702.AT1G49720.2	3702.AT3G24500.1	0	0	0	0	0	0	0	0.515	0.515
ABF1	ABF4	3702.AT1G49720.2	3702.AT3G19290.3	0	0	0	0.958	0	0.500	0	0.960	0.520
ABF1	ABF3	3702.AT1G49720.2	3702.AT4G34000.1	0	0	0	0.875	0	0.490	0	0.936	0.549
ABF1	AIP2	3702.AT1G49720.2	3702.AT5G20910.1	0	0	0	0	0	0	0	0.565	0.565
ABF1	AAO3	3702.AT1G49720.2	3702.AT2G27150.2	0	0	0	0	0	0	0	0.567	0.567
ABF1	KIN11	3702.AT1G49720.2	3702.AT3G29160.1	0	0	0	0	0	0	0	0.574	0.574
ABF1	DREB2A	3702.AT1G49720.2	3702.AT5G05410.1	0	0	0	0	0	0	0	0.582	0.582
ABF1	LTI65	3702.AT1G49720.2	3702.AT5G52300.1	0	0	0	0	0	0	0	0.617	0.617
ABF1	PYR1	3702.AT1G49720.2	3702.AT4G17870.1	0	0	0	0	0	0	0	0.620	0.620
ABF1	LTI78	3702.AT1G49720.2	3702.AT5G52310.1	0	0	0	0	0.110	0	0	0.599	0.627
ABF1	ABI2	3702.AT1G49720.2	3702.AT5G57050.1	0	0	0	0	0.079	0	0	0.633	0.647
ABF1	ABI3	3702.AT1G49720.2	3702.AT3G24650.1	0	0	0	0	0	0	0	0.671	0.671
ABF1	ABI1	3702.AT1G49720.2	3702.AT4G26080.1	0	0	0	0	0.122	0	0	0.648	0.678
ABF1	ABI5	3702.AT1G49720.2	3702.AT2G36270.1	0	0	0	0.770	0	0.607	0	0.881	0.686
ABF1	bZIP	3702.AT1G49720.2	3702.AT1G68880.1	0	0	0	0	0	0	0	0.810	0.810
ABF1	OST1	3702.AT1G49720.2	3702.AT4G33950.1	0	0	0	0	0	0	0.600	0.708	0.878
ABF1	SNRK2.3	3702.AT1G49720.2	3702.AT5G66880.1	0	0	0	0	0.128	0.490	0.600	0.643	0.928
ABF1	SNRK2.2	3702.AT1G49720.2	3702.AT3G50500.2	0	0	0	0	0.201	0.490	0.600	0.687	0.942
ABF2	ATAF1	3702.AT1G45249.3	3702.AT1G01720.1	0	0	0	0	0	0	0	0.734	0.734
ABF2	COR47	3702.AT1G45249.3	3702.AT1G20440.1	0	0	0	0	0	0	0	0.591	0.591
ABF2	MYC2	3702.AT1G45249.3	3702.AT1G32640.1	0	0	0	0	0	0	0	0.589	0.589
ABF2	NAC042	3702.AT1G45249.3	3702.AT2G43000.1	0	0	0	0	0	0	0	0.426	0.426
ABF2	CUC2	3702.AT1G45249.3	3702.AT5G53950.1	0	0	0	0	0	0.115	0	0.383	0.430
ABF2	ATAF2	3702.AT1G45249.3	3702.AT5G08790.1	0	0	0	0	0	0	0	0.449	0.449
ABF2	RBOHF	3702.AT1G45249.3	3702.AT1G64060.1	0	0	0	0	0	0	0	0.519	0.519
ABF2	ERD1	3702.AT1G45249.3	3702.AT5G51070.1	0	0	0	0	0	0	0	0.522	0.522
ABF2	ZFHD1	3702.AT1G45249.3	3702.AT1G69600.1	0	0	0	0	0	0	0	0.542	0.542
ABF2	NAC102	3702.AT1G45249.3	3702.AT5G63790.1	0	0	0	0	0	0	0	0.558	0.558
ABF2	ABF4	3702.AT1G45249.3	3702.AT3G19290.3	0	0	0	0.876	0	0.499	0	0.969	0.559
ABF2	ABF1	3702.AT1G45249.3	3702.AT1G49720.2	0	0	0	0.853	0	0.500	0	0.909	0.566
ABF2	AP2	3702.AT1G45249.3	3702.AT4G36920.2	0	0	0	0	0	0	0	0.581	0.581
ABF2	RD20	3702.AT1G45249.3	3702.AT2G33380.1	0	0	0	0	0	0	0	0.582	0.582
ABF2	COR15A	3702.AT1G45249.3	3702.AT2G42540.2	0	0	0	0	0	0	0	0.586	0.586
ABF2	PLL4	3702.AT1G45249.3	3702.AT2G28890.1	0	0	0	0	0	0	0	0.593	0.593
ABF2	ABA1	3702.AT1G45249.3	3702.AT5G67030.1	0	0	0	0	0.105	0	0	0.565	0.594
ABF2	ADH1	3702.AT1G45249.3	3702.AT1G77120.1	0	0	0	0	0	0	0	0.606	0.606
ABF2	MYB2	3702.AT1G45249.3	3702.AT2G47190.1	0	0	0	0	0	0	0	0.617	0.617
ABF2	NAC019	3702.AT1G45249.3	3702.AT1G52890.1	0	0	0	0	0	0	0	0.625	0.625
ABF2	RD22	3702.AT1G45249.3	3702.AT5G25610.1	0	0	0	0	0	0	0	0.633	0.633
ABF2	ABI3	3702.AT1G45249.3	3702.AT3G24650.1	0	0	0	0	0	0	0	0.640	0.640
ABF2	RD26	3702.AT1G45249.3	3702.AT4G27410.3	0	0	0	0	0	0	0	0.645	0.645
ABF2	NCED3	3702.AT1G45249.3	3702.AT3G14440.1	0	0	0	0	0	0	0	0.652	0.652
ABF2	KIN11	3702.AT1G45249.3	3702.AT3G29160.1	0	0	0	0	0	0	0	0.659	0.659
ABF2	ABO3	3702.AT1G45249.3	3702.AT1G66600.1	0	0	0	0	0	0	0	0.685	0.685
ABF2	AAO3	3702.AT1G45249.3	3702.AT2G27150.2	0	0	0	0	0	0	0	0.713	0.713
ABF2	ABI2	3702.AT1G45249.3	3702.AT5G57050.1	0	0	0	0	0.101	0	0	0.749	0.765
ABF2	PYR1	3702.AT1G45249.3	3702.AT4G17870.1	0	0	0	0	0	0	0	0.773	0.773
ABF2	ABF3	3702.AT1G45249.3	3702.AT4G34000.1	0	0	0	0.866	0.119	0.759	0	0.956	0.806
ABF2	KIN10	3702.AT1G45249.3	3702.AT3G01090.2	0	0	0	0	0	0.543	0	0.620	0.819
ABF2	NAC096	3702.AT1G45249.3	3702.AT5G46590.1	0	0	0	0	0	0	0	0.819	0.819
ABF2	LTI78	3702.AT1G45249.3	3702.AT5G52310.1	0	0	0	0	0	0	0	0.830	0.830
ABF2	LTI65	3702.AT1G45249.3	3702.AT5G52300.1	0	0	0	0	0	0	0	0.853	0.853
ABF2	bZIP	3702.AT1G45249.3	3702.AT1G68880.1	0	0	0	0	0	0	0	0.853	0.853
ABF2	SNRK2.3	3702.AT1G45249.3	3702.AT5G66880.1	0	0	0	0	0	0	0.600	0.812	0.921
ABF2	ABI1	3702.AT1G45249.3	3702.AT4G26080.1	0	0	0	0	0.105	0.500	0	0.853	0.928
ABF2	DREB2A	3702.AT1G45249.3	3702.AT5G05410.1	0	0	0	0	0	0.501	0	0.888	0.942
ABF2	SNRK2.2	3702.AT1G45249.3	3702.AT3G50500.2	0	0	0	0	0	0.499	0.600	0.930	0.984
ABF2	OST1	3702.AT1G45249.3	3702.AT4G33950.1	0	0	0	0	0	0.937	0.600	0.861	0.996
ABF3	ATAF1	3702.AT4G34000.1	3702.AT1G01720.1	0	0	0	0	0.087	0	0	0.682	0.697
ABF3	DRIP1	3702.AT4G34000.1	3702.AT1G06770.1	0	0	0	0	0	0	0	0.430	0.430
ABF3	MYC2	3702.AT4G34000.1	3702.AT1G32640.1	0	0	0	0	0	0	0	0.441	0.441
ABF3	ABF2	3702.AT4G34000.1	3702.AT1G45249.3	0	0	0	0.866	0.119	0.759	0	0.956	0.806
ABF3	ABF1	3702.AT4G34000.1	3702.AT1G49720.2	0	0	0	0.875	0	0.490	0	0.936	0.549
ABF3	NAC019	3702.AT4G34000.1	3702.AT1G52890.1	0	0	0	0	0	0	0	0.674	0.674
ABF3	RBOHF	3702.AT4G34000.1	3702.AT1G64060.1	0	0	0	0	0	0	0	0.441	0.441
ABF3	bZIP	3702.AT4G34000.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.879	0.879
ABF3	NAC032	3702.AT4G34000.1	3702.AT1G77450.1	0	0	0	0	0.170	0	0	0.407	0.487
ABF3	AAO3	3702.AT4G34000.1	3702.AT2G27150.2	0	0	0	0	0	0	0	0.669	0.669
ABF3	PLL4	3702.AT4G34000.1	3702.AT2G28890.1	0	0	0	0	0	0	0	0.520	0.520
ABF3	RD20	3702.AT4G34000.1	3702.AT2G33380.1	0	0	0	0	0.181	0	0	0.569	0.631
ABF3	ABI5	3702.AT4G34000.1	3702.AT2G36270.1	0	0	0	0.738	0	0.748	0	0.917	0.808
ABF3	P5CS1	3702.AT4G34000.1	3702.AT2G39800.1	0	0	0	0	0.170	0	0	0.631	0.681
ABF3	COR15A	3702.AT4G34000.1	3702.AT2G42540.2	0	0	0	0	0.166	0	0	0.564	0.620
ABF3	ATHB-7	3702.AT4G34000.1	3702.AT2G46680.1	0	0	0	0	0.341	0	0	0.617	0.736
ABF3	MYB2	3702.AT4G34000.1	3702.AT2G47190.1	0	0	0	0	0	0	0	0.581	0.581
ABF3	KIN10	3702.AT4G34000.1	3702.AT3G01090.2	0	0	0	0	0	0	0	0.553	0.553
ABF3	NCED3	3702.AT4G34000.1	3702.AT3G14440.1	0	0	0	0	0.151	0	0	0.652	0.692
ABF3	ABF4	3702.AT4G34000.1	3702.AT3G19290.3	0	0	0	0.906	0.112	0.759	0	0.965	0.797
ABF3	MBF1C	3702.AT4G34000.1	3702.AT3G24500.1	0	0	0	0	0	0	0	0.605	0.605
ABF3	ABI3	3702.AT4G34000.1	3702.AT3G24650.1	0	0	0	0	0	0	0	0.816	0.817
ABF3	KIN11	3702.AT4G34000.1	3702.AT3G29160.1	0	0	0	0	0	0.500	0	0.645	0.814
ABF3	SNRK2.2	3702.AT4G34000.1	3702.AT3G50500.2	0	0	0	0	0	0.748	0.600	0.731	0.970
ABF3	PYR1	3702.AT4G34000.1	3702.AT4G17870.1	0	0	0	0	0	0	0	0.637	0.637
ABF3	ABI1	3702.AT4G34000.1	3702.AT4G26080.1	0	0	0	0	0.200	0.500	0	0.808	0.916
ABF3	RD26	3702.AT4G34000.1	3702.AT4G27410.3	0	0	0	0	0.118	0	0	0.687	0.712
ABF3	OST1	3702.AT4G34000.1	3702.AT4G33950.1	0	0	0	0	0	0.543	0.600	0.683	0.936
ABF3	NHX1	3702.AT4G34000.1	3702.AT5G27150.1	0	0	0	0	0	0	0	0.427	0.426
ABF3	ABA1	3702.AT4G34000.1	3702.AT5G67030.1	0	0	0	0	0.144	0	0	0.387	0.453
ABF3	AIP2	3702.AT4G34000.1	3702.AT5G20910.1	0	0	0	0	0	0	0	0.549	0.549
ABF3	NAC096	3702.AT4G34000.1	3702.AT5G46590.1	0	0	0	0	0	0	0	0.566	0.566
ABF3	AP2	3702.AT4G34000.1	3702.AT4G36920.2	0	0	0	0	0	0	0	0.581	0.581
ABF3	NAC102	3702.AT4G34000.1	3702.AT5G63790.1	0	0	0	0	0	0	0	0.649	0.649
ABF3	RD22	3702.AT4G34000.1	3702.AT5G25610.1	0	0	0	0	0.105	0	0	0.655	0.678
ABF3	ABI2	3702.AT4G34000.1	3702.AT5G57050.1	0	0	0	0	0.321	0	0	0.652	0.753
ABF3	LTI78	3702.AT4G34000.1	3702.AT5G52310.1	0	0	0	0	0.124	0	0	0.807	0.823
ABF3	DREB2A	3702.AT4G34000.1	3702.AT5G05410.1	0	0	0	0	0	0	0	0.855	0.855
ABF3	LTI65	3702.AT4G34000.1	3702.AT5G52300.1	0	0	0	0	0.100	0	0	0.850	0.859
ABF3	SNRK2.3	3702.AT4G34000.1	3702.AT5G66880.1	0	0	0	0	0	0.499	0.600	0.666	0.927
ABF4	ATAF1	3702.AT3G19290.3	3702.AT1G01720.1	0	0	0	0	0	0	0	0.713	0.713
ABF4	COR47	3702.AT3G19290.3	3702.AT1G20440.1	0	0	0	0	0	0	0	0.549	0.549
ABF4	ABF2	3702.AT3G19290.3	3702.AT1G45249.3	0	0	0	0.876	0	0.499	0	0.969	0.559
ABF4	ABF1	3702.AT3G19290.3	3702.AT1G49720.2	0	0	0	0.958	0	0.500	0	0.960	0.520
ABF4	NAC019	3702.AT3G19290.3	3702.AT1G52890.1	0	0	0	0	0	0	0	0.679	0.679
ABF4	ABO3	3702.AT3G19290.3	3702.AT1G66600.1	0	0	0	0	0	0	0	0.585	0.585
ABF4	bZIP	3702.AT3G19290.3	3702.AT1G68880.1	0	0	0	0	0	0	0	0.876	0.876
ABF4	NAC032	3702.AT3G19290.3	3702.AT1G77450.1	0	0	0	0	0	0	0	0.513	0.513
ABF4	WRKY40	3702.AT3G19290.3	3702.AT1G80840.1	0	0	0	0	0	0	0	0.463	0.463
ABF4	AAO3	3702.AT3G19290.3	3702.AT2G27150.2	0	0	0	0	0	0	0	0.669	0.669
ABF4	PLL4	3702.AT3G19290.3	3702.AT2G28890.1	0	0	0	0	0	0	0	0.582	0.582
ABF4	RD20	3702.AT3G19290.3	3702.AT2G33380.1	0	0	0	0	0	0	0	0.519	0.519
ABF4	P5CS1	3702.AT3G19290.3	3702.AT2G39800.1	0	0	0	0	0	0	0	0.596	0.596
ABF4	COR15A	3702.AT3G19290.3	3702.AT2G42540.2	0	0	0	0	0	0	0	0.615	0.615
ABF4	MYB2	3702.AT3G19290.3	3702.AT2G47190.1	0	0	0	0	0	0	0	0.634	0.634
ABF4	KIN10	3702.AT3G19290.3	3702.AT3G01090.2	0	0	0	0	0	0	0	0.499	0.499
ABF4	NCED3	3702.AT3G19290.3	3702.AT3G14440.1	0	0	0	0	0	0	0	0.651	0.651
ABF4	ACT2	3702.AT3G19290.3	3702.AT3G18780.2	0	0	0	0	0	0	0	0.460	0.459
ABF4	ATAF2	3702.AT3G19290.3	3702.AT5G08790.1	0	0	0	0	0	0	0	0.419	0.419
ABF4	ACT7	3702.AT3G19290.3	3702.AT5G09810.1	0	0	0	0	0	0	0	0.427	0.426
ABF4	SOS2	3702.AT3G19290.3	3702.AT5G35410.1	0	0	0	0	0	0	0	0.441	0.441
ABF4	ABA1	3702.AT3G19290.3	3702.AT5G67030.1	0	0	0	0	0.047	0	0	0.462	0.465
ABF4	ERD1	3702.AT3G19290.3	3702.AT5G51070.1	0	0	0	0	0	0	0	0.508	0.508
ABF4	MBF1C	3702.AT3G19290.3	3702.AT3G24500.1	0	0	0	0	0	0	0	0.515	0.515
ABF4	AP2	3702.AT3G19290.3	3702.AT4G36920.2	0	0	0	0	0	0	0	0.581	0.581
ABF4	RD22	3702.AT3G19290.3	3702.AT5G25610.1	0	0	0	0	0	0	0	0.638	0.638
ABF4	KIN11	3702.AT3G19290.3	3702.AT3G29160.1	0	0	0	0	0	0	0	0.645	0.645
ABF4	NAC102	3702.AT3G19290.3	3702.AT5G63790.1	0	0	0	0	0	0	0	0.648	0.648
ABF4	ABI3	3702.AT3G19290.3	3702.AT3G24650.1	0	0	0	0	0	0	0	0.652	0.652
ABF4	PYR1	3702.AT3G19290.3	3702.AT4G17870.1	0	0	0	0	0	0	0	0.659	0.659
ABF4	RD26	3702.AT3G19290.3	3702.AT4G27410.3	0	0	0	0	0.108	0	0	0.646	0.670
ABF4	NAC096	3702.AT3G19290.3	3702.AT5G46590.1	0	0	0	0	0	0	0	0.709	0.709
ABF4	ABI1	3702.AT3G19290.3	3702.AT4G26080.1	0	0	0	0	0.065	0	0	0.765	0.771
ABF4	ABI2	3702.AT3G19290.3	3702.AT5G57050.1	0	0	0	0	0.047	0	0	0.786	0.787
ABF4	ABF3	3702.AT3G19290.3	3702.AT4G34000.1	0	0	0	0.906	0.112	0.759	0	0.965	0.797
ABF4	LTI78	3702.AT3G19290.3	3702.AT5G52310.1	0	0	0	0	0	0	0	0.824	0.824
ABF4	LTI65	3702.AT3G19290.3	3702.AT5G52300.1	0	0	0	0	0	0	0	0.825	0.825
ABF4	OST1	3702.AT3G19290.3	3702.AT4G33950.1	0	0	0	0	0	0	0.600	0.691	0.871
ABF4	SNRK2.3	3702.AT3G19290.3	3702.AT5G66880.1	0	0	0	0	0	0	0.600	0.774	0.906
ABF4	DREB2A	3702.AT3G19290.3	3702.AT5G05410.1	0	0	0	0	0	0.500	0	0.821	0.907
ABF4	SNRK2.2	3702.AT3G19290.3	3702.AT3G50500.2	0	0	0	0	0	0.499	0.600	0.826	0.962
ABI1	ATAF1	3702.AT4G26080.1	3702.AT1G01720.1	0	0	0	0	0.141	0	0	0.410	0.472
ABI1	APX1	3702.AT4G26080.1	3702.AT1G07890.8	0	0	0	0	0.086	0	0	0.410	0.437
ABI1	COR47	3702.AT4G26080.1	3702.AT1G20440.1	0	0	0	0	0.180	0	0	0.616	0.671
ABI1	ERD10	3702.AT4G26080.1	3702.AT1G20450.1	0	0	0	0	0.152	0	0	0.441	0.505
ABI1	MYC2	3702.AT4G26080.1	3702.AT1G32640.1	0	0	0	0	0.061	0	0	0.519	0.529
ABI1	ABF2	3702.AT4G26080.1	3702.AT1G45249.3	0	0	0	0	0.105	0.500	0	0.853	0.928
ABI1	ABF1	3702.AT4G26080.1	3702.AT1G49720.2	0	0	0	0	0.122	0	0	0.648	0.678
ABI1	NAC019	3702.AT4G26080.1	3702.AT1G52890.1	0	0	0	0	0.327	0	0	0.161	0.411
ABI1	RBOHF	3702.AT4G26080.1	3702.AT1G64060.1	0	0	0	0	0	0	0	0.720	0.720
ABI1	ABO3	3702.AT4G26080.1	3702.AT1G66600.1	0	0	0	0	0	0	0	0.549	0.549
ABI1	bZIP	3702.AT4G26080.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.741	0.741
ABI1	WRKY57	3702.AT4G26080.1	3702.AT1G69310.1	0	0	0	0	0	0	0	0.441	0.441
ABI1	NAC032	3702.AT4G26080.1	3702.AT1G77450.1	0	0	0	0	0.206	0.500	0	0.077	0.601
ABI1	WRKY40	3702.AT4G26080.1	3702.AT1G80840.1	0	0	0	0	0	0	0	0.461	0.461
ABI1	SOS1	3702.AT4G26080.1	3702.AT2G01980.1	0	0	0	0	0	0	0	0.445	0.445
ABI1	AAO3	3702.AT4G26080.1	3702.AT2G27150.2	0	0	0	0	0.075	0	0	0.653	0.665
ABI1	PLL4	3702.AT4G26080.1	3702.AT2G28890.1	0	0	0	0	0	0.045	0	0.912	0.913
ABI1	RD20	3702.AT4G26080.1	3702.AT2G33380.1	0	0	0	0	0.200	0	0	0.547	0.622
ABI1	ABI5	3702.AT4G26080.1	3702.AT2G36270.1	0	0	0	0	0.111	0.500	0	0.938	0.970
ABI1	P5CS1	3702.AT4G26080.1	3702.AT2G39800.1	0.190	0	0	0	0.181	0.182	0	0.624	0.768
ABI1	COR15A	3702.AT4G26080.1	3702.AT2G42540.2	0	0	0	0	0.206	0	0	0.627	0.691
ABI1	ATHB-7	3702.AT4G26080.1	3702.AT2G46680.1	0	0	0	0	0.343	0	0	0.375	0.572
ABI1	MYB2	3702.AT4G26080.1	3702.AT2G47190.1	0	0	0	0	0.100	0.051	0	0.587	0.616
ABI1	KIN10	3702.AT4G26080.1	3702.AT3G01090.2	0	0	0	0	0.050	0.521	0.159	0.637	0.842
ABI1	NCED3	3702.AT4G26080.1	3702.AT3G14440.1	0	0	0	0	0.252	0	0	0.800	0.844
ABI1	ACT2	3702.AT4G26080.1	3702.AT3G18780.2	0	0	0	0	0	0.052	0	0.548	0.553
ABI1	ABF4	3702.AT4G26080.1	3702.AT3G19290.3	0	0	0	0	0.065	0	0	0.765	0.771
ABI1	ABI3	3702.AT4G26080.1	3702.AT3G24650.1	0	0	0	0	0	0	0	0.900	0.900
ABI1	KIN11	3702.AT4G26080.1	3702.AT3G29160.1	0	0	0	0	0.050	0.081	0.159	0.846	0.871
ABI1	ACT12	3702.AT4G26080.1	3702.AT3G46520.1	0	0	0	0	0	0.052	0	0.581	0.585
ABI1	SNRK2.2	3702.AT4G26080.1	3702.AT3G50500.2	0	0	0	0	0.050	0.839	0.649	0.968	0.998
ABI1	AREB3	3702.AT4G26080.1	3702.AT3G56850.1	0	0	0	0	0	0	0	0.448	0.448
ABI1	PYR1	3702.AT4G26080.1	3702.AT4G17870.1	0	0	0	0	0	0.999	0.600	0.994	0.999
ABI1	CAT	3702.AT4G26080.1	3702.AT4G35090.1	0.052	0	0	0	0	0	0	0.397	0.403
ABI1	SOS3	3702.AT4G26080.1	3702.AT5G24270.2	0	0	0	0	0	0.057	0	0.441	0.450
ABI1	ABI2	3702.AT4G26080.1	3702.AT5G57050.1	0	0	0	0.974	0.449	0	0	0.978	0.462
ABI1	ACT7	3702.AT4G26080.1	3702.AT5G09810.1	0	0	0	0	0	0.052	0	0.498	0.503
ABI1	MYBR1	3702.AT4G26080.1	3702.AT5G67300.1	0	0	0	0	0	0.051	0	0.549	0.553
ABI1	AP2	3702.AT4G26080.1	3702.AT4G36920.2	0	0	0	0	0	0	0	0.592	0.592
ABI1	RD22	3702.AT4G26080.1	3702.AT5G25610.1	0	0	0	0	0	0	0	0.640	0.640
